indice_global,indice_estricto,título,director,año,duración,género,rating,metascore,recaudación(M)
1008,401,The Last Picture Show,Peter Bogdanovich,1971,118,Romance,8.0,93,29.13
1009,402,8Â½,Federico Fellini,1963,138,Biografía,8.0,93,0.05
1010,402,8Â½,Federico Fellini,1963,138,Drama,8.0,93,0.05
1011,403,Annie Hall,Woody Allen,1977,93,Comedia,8.0,92,39.2
1012,403,Annie Hall,Woody Allen,1977,93,Romance,8.0,92,39.2
1013,404,NausicaÃ¤ of the Valley of the Wind,Hayao Miyazaki,1984,117,Animación,8.0,86,0.5
1014,404,NausicaÃ¤ of the Valley of the Wind,Hayao Miyazaki,1984,117,Aventura,8.0,86,0.5
1015,404,NausicaÃ¤ of the Valley of the Wind,Hayao Miyazaki,1984,117,Ciencia Ficción,8.0,86,0.5
1016,405,The Maltese Falcon,John Huston,1941,100,Crimen,8.0,97,2.11
1017,405,The Maltese Falcon,John Huston,1941,100,Film-Noir,8.0,97,2.11
1018,405,The Maltese Falcon,John Huston,1941,100,Misterio,8.0,97,2.11
1019,406,Solaris,Andrei Tarkovsky,1972,167,Drama,8.0,93,0.0
1020,406,Solaris,Andrei Tarkovsky,1972,167,Misterio,8.0,93,0.0
1021,406,Solaris,Andrei Tarkovsky,1972,167,Ciencia Ficción,8.0,93,0.0
1022,407,Castle in the Sky,Hayao Miyazaki,1986,125,Animación,8.0,78,0.0
1023,407,Castle in the Sky,Hayao Miyazaki,1986,125,Aventura,8.0,78,0.0
1024,407,Castle in the Sky,Hayao Miyazaki,1986,125,Familiar,8.0,78,0.0
1025,408,Rio Bravo,Howard Hawks,1959,141,Drama,8.0,93,12.54
1026,408,Rio Bravo,Howard Hawks,1959,141,Western,8.0,93,12.54
1027,409,Pink Floyd: The Wall,Alan Parker,1982,95,Drama,8.0,47,22.24
1028,409,Pink Floyd: The Wall,Alan Parker,1982,95,Fantasía,8.0,47,22.24
1029,409,Pink Floyd: The Wall,Alan Parker,1982,95,Musica,8.0,47,22.24
1030,410,Cinderella Man,Ron Howard,2005,144,Biografía,8.0,69,61.65
1031,410,Cinderella Man,Ron Howard,2005,144,Drama,8.0,69,61.65
1032,410,Cinderella Man,Ron Howard,2005,144,Romance,8.0,69,61.65
1033,411,The Legend of 1900,Giuseppe Tornatore,1998,169,Drama,8.0,58,0.26
1034,411,The Legend of 1900,Giuseppe Tornatore,1998,169,Musica,8.0,58,0.26
1035,411,The Legend of 1900,Giuseppe Tornatore,1998,169,Romance,8.0,58,0.26
1036,412,The Night of the Hunter,Charles Laughton,1955,92,Crimen,8.0,97,0.65
1037,412,The Night of the Hunter,Charles Laughton,1955,92,Drama,8.0,97,0.65
1038,412,The Night of the Hunter,Charles Laughton,1955,92,Film-Noir,8.0,97,0.65
1039,413,Fitzcarraldo,Werner Herzog,1982,158,Aventura,8.0,0,0.0
1040,413,Fitzcarraldo,Werner Herzog,1982,158,Drama,8.0,0,0.0
1041,414,La Dolce Vita,Federico Fellini,1960,174,Comedia,8.0,95,19.52
1042,414,La Dolce Vita,Federico Fellini,1960,174,Drama,8.0,95,19.52
1043,415,Gandhi,Richard Attenborough,1982,191,Biografía,8.0,79,52.77
1044,415,Gandhi,Richard Attenborough,1982,191,Drama,8.0,79,52.77
1045,415,Gandhi,Richard Attenborough,1982,191,Historia,8.0,79,52.77
1046,416,Wings of Desire,Wim Wenders,1987,128,Drama,8.0,79,3.33
1047,416,Wings of Desire,Wim Wenders,1987,128,Fantasía,8.0,79,3.33
1048,416,Wings of Desire,Wim Wenders,1987,128,Romance,8.0,79,3.33
1049,417,Who's Afraid of Virginia Woolf?,Mike Nichols,1966,131,Drama,8.0,75,0.0
1050,418,Infernal Affairs,Andrew Lau,2002,101,Acción,8.0,75,0.17
1051,418,Infernal Affairs,Andrew Lau,2002,101,Crimen,8.0,75,0.17
1052,418,Infernal Affairs,Andrew Lau,2002,101,Drama,8.0,75,0.17
1053,419,The Straight Story,David Lynch,1999,112,Biografía,8.0,86,6.2
1054,419,The Straight Story,David Lynch,1999,112,Drama,8.0,86,6.2
1055,420,Baahubali: The Beginning,S.S. Rajamouli,2015,159,Acción,8.0,0,6.74
1056,420,Baahubali: The Beginning,S.S. Rajamouli,2015,159,Drama,8.0,0,6.74
1057,421,Anatomy of a Murder,Otto Preminger,1959,161,Drama,8.0,95,11.9
1058,421,Anatomy of a Murder,Otto Preminger,1959,161,Misterio,8.0,95,11.9
1059,422,Wolfwalkers,Tomm Moore,2020,103,Animación,8.0,87,0.0
1060,422,Wolfwalkers,Tomm Moore,2020,103,Acción,8.0,87,0.0
1061,422,Wolfwalkers,Tomm Moore,2020,103,Aventura,8.0,87,0.0
1062,423,Touch of Evil,Orson Welles,1958,95,Crimen,8.0,99,2.24
1063,423,Touch of Evil,Orson Welles,1958,95,Drama,8.0,99,2.24
1064,423,Touch of Evil,Orson Welles,1958,95,Film-Noir,8.0,99,2.24
1065,424,Mirror,Andrei Tarkovsky,1975,107,Biografía,8.0,82,0.18
1066,424,Mirror,Andrei Tarkovsky,1975,107,Drama,8.0,82,0.18
1067,425,The Cabinet of Dr. Caligari,Robert Wiene,1920,67,Terror,8.0,0,0.0
1068,425,The Cabinet of Dr. Caligari,Robert Wiene,1920,67,Misterio,8.0,0,0.0
1069,425,The Cabinet of Dr. Caligari,Robert Wiene,1920,67,Thriller,8.0,0,0.0
1070,426,The Hustler,Robert Rossen,1961,134,Drama,8.0,90,8.28
1071,426,The Hustler,Robert Rossen,1961,134,Deportes,8.0,90,8.28
1072,427,The Leopard,Luchino Visconti,1963,186,Drama,8.0,100,0.0
1073,427,The Leopard,Luchino Visconti,1963,186,Historia,8.0,100,0.0
1074,428,Out of the Past,Jacques Tourneur,1947,97,Crimen,8.0,85,0.0
1075,428,Out of the Past,Jacques Tourneur,1947,97,Drama,8.0,85,0.0
1076,428,Out of the Past,Jacques Tourneur,1947,97,Film-Noir,8.0,85,0.0
1077,429,Le SamouraÃ¯,Jean-Pierre Melville,1967,101,Crimen,8.0,0,0.04
1078,429,Le SamouraÃ¯,Jean-Pierre Melville,1967,101,Drama,8.0,0,0.04
1079,429,Le SamouraÃ¯,Jean-Pierre Melville,1967,101,Thriller,8.0,0,0.04
1080,430,Elite Squad,JosÃ© Padilha,2007,115,Acción,8.0,33,0.01
1081,430,Elite Squad,JosÃ© Padilha,2007,115,Crimen,8.0,33,0.01
1082,430,Elite Squad,JosÃ© Padilha,2007,115,Drama,8.0,33,0.01
1083,431,Sweet Smell of Success,Alexander Mackendrick,1957,96,Drama,8.0,100,0.0
1084,431,Sweet Smell of Success,Alexander Mackendrick,1957,96,Film-Noir,8.0,100,0.0
1085,432,The Tale of The Princess Kaguya,Isao Takahata,2013,137,Animación,8.0,89,1.51
1086,432,The Tale of The Princess Kaguya,Isao Takahata,2013,137,Drama,8.0,89,1.51
1087,432,The Tale of The Princess Kaguya,Isao Takahata,2013,137,Familiar,8.0,89,1.51
1088,433,Nobody Knows,Kore-eda Hirokazu,2004,141,Drama,8.0,88,0.68
1089,434,Sleuth,Joseph L. Mankiewicz,1972,138,Misterio,8.0,0,4.08
1090,434,Sleuth,Joseph L. Mankiewicz,1972,138,Thriller,8.0,0,4.08
1091,435,Stalag 17,Billy Wilder,1953,120,Comedia,8.0,84,0.0
1092,435,Stalag 17,Billy Wilder,1953,120,Drama,8.0,84,0.0
1093,435,Stalag 17,Billy Wilder,1953,120,Guerra,8.0,84,0.0
1094,436,Secrets & Lies,Mike Leigh,1996,136,Comedia,8.0,91,13.42
1095,436,Secrets & Lies,Mike Leigh,1996,136,Drama,8.0,91,13.42
1096,437,The Diving Bell and the Butterfly,Julian Schnabel,2007,112,Biografía,8.0,92,5.99
1097,437,The Diving Bell and the Butterfly,Julian Schnabel,2007,112,Drama,8.0,92,5.99
1098,438,Song of the Sea,Tomm Moore,2014,93,Animación,8.0,85,0.86
1099,438,Song of the Sea,Tomm Moore,2014,93,Aventura,8.0,85,0.86
1100,438,Song of the Sea,Tomm Moore,2014,93,Drama,8.0,85,0.86
1101,439,The Sea Inside,Alejandro AmenÃ¡bar,2004,126,Biografía,8.0,74,2.09
1102,439,The Sea Inside,Alejandro AmenÃ¡bar,2004,126,Drama,8.0,74,2.09
1103,440,My Sassy Girl,Jae-young Kwak,2001,137,Comedia,8.0,0,0.0
1104,440,My Sassy Girl,Jae-young Kwak,2001,137,Drama,8.0,0,0.0
1105,440,My Sassy Girl,Jae-young Kwak,2001,137,Romance,8.0,0,0.0
1106,441,Cries & Whispers,Ingmar Bergman,1972,91,Drama,8.0,0,1.74
1107,442,Brief Encounter,David Lean,1945,86,Drama,8.0,92,0.0
1108,442,Brief Encounter,David Lean,1945,86,Romance,8.0,92,0.0
1109,443,Nostalghia,Andrei Tarkovsky,1983,125,Drama,8.0,0,0.01
1110,444,Dilwale Dulhania Le Jayenge,Aditya Chopra,1995,181,Drama,8.0,0,0.0
1111,444,Dilwale Dulhania Le Jayenge,Aditya Chopra,1995,181,Romance,8.0,0,0.0
1112,445,Departures,YÃ´jirÃ´ Takita,2008,130,Drama,8.0,68,1.5
1113,446,Persepolis,Vincent Paronnaud,2007,96,Animación,8.0,90,4.45
1114,446,Persepolis,Vincent Paronnaud,2007,96,Biografía,8.0,90,4.45
1115,446,Persepolis,Vincent Paronnaud,2007,96,Drama,8.0,90,4.45
1116,447,M.S. Dhoni: The Untold Story,Mathur Goswami,2016,184,Biografía,8.0,0,1.78
1117,447,M.S. Dhoni: The Untold Story,Mathur Goswami,2016,184,Drama,8.0,0,1.78
1118,447,M.S. Dhoni: The Untold Story,Mathur Goswami,2016,184,Deportes,8.0,0,1.78
1119,448,La strada,Federico Fellini,1954,108,Drama,8.0,0,0.0
"1120,449,""Black Cat, White Cat"",Emir Kusturica,1998,127,Comedia,8.0,73,0.35"
"1121,449,""Black Cat, White Cat"",Emir Kusturica,1998,127,Crimen,8.0,73,0.35"
"1122,449,""Black Cat, White Cat"",Emir Kusturica,1998,127,Romance,8.0,73,0.35"
"1123,450,""Quo Vadis, Aida?"",Jasmila Zbanic,2020,101,Drama,8.0,97,0.0"
"1124,450,""Quo Vadis, Aida?"",Jasmila Zbanic,2020,101,Historia,8.0,97,0.0"
"1125,450,""Quo Vadis, Aida?"",Jasmila Zbanic,2020,101,Guerra,8.0,97,0.0"
1126,451,The Wild Pear Tree,Nuri Bilge Ceylan,2018,188,Drama,8.0,86,0.03
"1127,452,""Goodbye, Children"",Louis Malle,1987,104,Drama,8.0,88,4.54"
"1128,452,""Goodbye, Children"",Louis Malle,1987,104,Guerra,8.0,88,4.54"
1129,453,Ivan's Childhood,Andrei Tarkovsky,1962,95,Drama,8.0,0,0.0
1130,453,Ivan's Childhood,Andrei Tarkovsky,1962,95,Guerra,8.0,0,0.0
"1131,454,""Spring, Summer, Fall, Winter... and Spring"",Kim Ki-duk,2003,103,Drama,8.0,85,2.38"
"1132,454,""Spring, Summer, Fall, Winter... and Spring"",Kim Ki-duk,2003,103,Romance,8.0,85,2.38"
1133,455,Haider,Vishal Bhardwaj,2014,160,Acción,8.0,0,0.9
1134,455,Haider,Vishal Bhardwaj,2014,160,Crimen,8.0,0,0.9
1135,455,Haider,Vishal Bhardwaj,2014,160,Drama,8.0,0,0.9
1136,456,Elite Squad 2: The Enemy Within,JosÃ© Padilha,2010,115,Acción,8.0,71,0.1
1137,456,Elite Squad 2: The Enemy Within,JosÃ© Padilha,2010,115,Crimen,8.0,71,0.1
1138,456,Elite Squad 2: The Enemy Within,JosÃ© Padilha,2010,115,Drama,8.0,71,0.1
1139,457,The Shop Around the Corner,Ernst Lubitsch,1940,99,Comedia,8.0,96,0.2
1140,457,The Shop Around the Corner,Ernst Lubitsch,1940,99,Drama,8.0,96,0.2
1141,457,The Shop Around the Corner,Ernst Lubitsch,1940,99,Romance,8.0,96,0.2
1142,458,Kind Hearts and Coronets,Robert Hamer,1949,106,Comedia,8.0,0,0.0
1143,458,Kind Hearts and Coronets,Robert Hamer,1949,106,Crimen,8.0,0,0.0
1144,459,Sanjuro,Akira Kurosawa,1962,96,Acción,8.0,0,0.0
1145,459,Sanjuro,Akira Kurosawa,1962,96,Drama,8.0,0,0.0
1146,459,Sanjuro,Akira Kurosawa,1962,96,Thriller,8.0,0,0.0
1147,460,The Exterminating Angel,Luis BuÃ±uel,1962,95,Drama,8.0,0,0.0
1148,460,The Exterminating Angel,Luis BuÃ±uel,1962,95,Fantasía,8.0,0,0.0
1149,461,Central Station,Walter Salles,1998,110,Drama,8.0,80,5.6
1150,462,G.O.R.A.,Ã–mer Faruk Sorak,2004,127,Aventura,8.0,0,0.0
1151,462,G.O.R.A.,Ã–mer Faruk Sorak,2004,127,Comedia,8.0,0,0.0
1152,462,G.O.R.A.,Ã–mer Faruk Sorak,2004,127,Ciencia Ficción,8.0,0,0.0
"1153,463,""Rome, Open City"",Roberto Rossellini,1945,103,Drama,8.0,0,0.0"
"1154,463,""Rome, Open City"",Roberto Rossellini,1945,103,Thriller,8.0,0,0.0"
"1155,463,""Rome, Open City"",Roberto Rossellini,1945,103,Guerra,8.0,0,0.0"
1156,464,Tae Guk Gi: The Brotherhood of War,Je-kyu Kang,2004,140,Acción,8.0,64,1.11
1157,464,Tae Guk Gi: The Brotherhood of War,Je-kyu Kang,2004,140,Drama,8.0,64,1.11
1158,464,Tae Guk Gi: The Brotherhood of War,Je-kyu Kang,2004,140,Guerra,8.0,64,1.11
1159,465,Winter Light,Ingmar Bergman,1963,81,Drama,8.0,0,0.0
"1160,466,""Carry On, Munna Bhai"",Rajkumar Hirani,2006,144,Comedia,8.0,0,2.22"
"1161,466,""Carry On, Munna Bhai"",Rajkumar Hirani,2006,144,Drama,8.0,0,2.22"
"1162,466,""Carry On, Munna Bhai"",Rajkumar Hirani,2006,144,Romance,8.0,0,2.22"
1163,467,Special 26,Neeraj Pandey,2013,144,Crimen,8.0,0,1.08
1164,467,Special 26,Neeraj Pandey,2013,144,Drama,8.0,0,1.08
1165,467,Special 26,Neeraj Pandey,2013,144,Thriller,8.0,0,1.08
1166,468,The Breath,Levent Semerci,2009,128,Acción,8.0,0,0.0
1167,468,The Breath,Levent Semerci,2009,128,Drama,8.0,0,0.0
1168,468,The Breath,Levent Semerci,2009,128,Thriller,8.0,0,0.0
1169,469,Andaz Apna Apna,Rajkumar Santoshi,1994,160,Acción,8.0,0,0.0
1170,469,Andaz Apna Apna,Rajkumar Santoshi,1994,160,Comedia,8.0,0,0.0
1171,469,Andaz Apna Apna,Rajkumar Santoshi,1994,160,Romance,8.0,0,0.0
1172,470,Vizontele,Yilmaz Erdogan,2001,110,Comedia,8.0,0,0.0
1173,470,Vizontele,Yilmaz Erdogan,2001,110,Drama,8.0,0,0.0
1174,471,Titanic,James Cameron,1997,194,Drama,7.9,75,659.33
1175,471,Titanic,James Cameron,1997,194,Romance,7.9,75,659.33
1176,472,John Wick: Chapter 4,Chad Stahelski,2023,169,Acción,7.9,78,0.0
1177,472,John Wick: Chapter 4,Chad Stahelski,2023,169,Crimen,7.9,78,0.0
1178,472,John Wick: Chapter 4,Chad Stahelski,2023,169,Thriller,7.9,78,0.0
1179,473,Avatar,James Cameron,2009,162,Acción,7.9,83,760.51
1180,473,Avatar,James Cameron,2009,162,Aventura,7.9,83,760.51
1181,473,Avatar,James Cameron,2009,162,Fantasía,7.9,83,760.51
1182,474,Puss in Boots: The Last Wish,Joel Crawford,2022,102,Animación,7.9,73,168.46
1183,474,Puss in Boots: The Last Wish,Joel Crawford,2022,102,Aventura,7.9,73,168.46
1184,474,Puss in Boots: The Last Wish,Joel Crawford,2022,102,Comedia,7.9,73,168.46
1185,475,Zack Snyder's Justice League,Zack Snyder,2021,242,Acción,7.9,54,0.0
1186,475,Zack Snyder's Justice League,Zack Snyder,2021,242,Aventura,7.9,54,0.0
1187,475,Zack Snyder's Justice League,Zack Snyder,2021,242,Fantasía,7.9,54,0.0
1188,476,Arrival,Denis Villeneuve,2016,116,Drama,7.9,81,100.55
1189,476,Arrival,Denis Villeneuve,2016,116,Misterio,7.9,81,100.55
1190,476,Arrival,Denis Villeneuve,2016,116,Ciencia Ficción,7.9,81,100.55
1191,477,Fantastic Mr. Fox,Wes Anderson,2009,87,Animación,7.9,83,21.0
1192,477,Fantastic Mr. Fox,Wes Anderson,2009,87,Aventura,7.9,83,21.0
1193,477,Fantastic Mr. Fox,Wes Anderson,2009,87,Comedia,7.9,83,21.0
1194,478,Knives Out,Rian Johnson,2019,130,Comedia,7.9,82,165.36
1195,478,Knives Out,Rian Johnson,2019,130,Crimen,7.9,82,165.36
1196,478,Knives Out,Rian Johnson,2019,130,Drama,7.9,82,165.36
1197,479,Iron Man,Jon Favreau,2008,126,Acción,7.9,79,318.41
1198,479,Iron Man,Jon Favreau,2008,126,Aventura,7.9,79,318.41
1199,479,Iron Man,Jon Favreau,2008,126,Ciencia Ficción,7.9,79,318.41
1200,480,Mulholland Drive,David Lynch,2001,147,Drama,7.9,86,7.22
1201,480,Mulholland Drive,David Lynch,2001,147,Misterio,7.9,86,7.22
1202,480,Mulholland Drive,David Lynch,2001,147,Thriller,7.9,86,7.22
1203,481,Harry Potter and the Prisoner of Azkaban,Alfonso CuarÃ³n,2004,142,Aventura,7.9,82,249.36
1204,481,Harry Potter and the Prisoner of Azkaban,Alfonso CuarÃ³n,2004,142,Familiar,7.9,82,249.36
1205,481,Harry Potter and the Prisoner of Azkaban,Alfonso CuarÃ³n,2004,142,Fantasía,7.9,82,249.36
1206,482,Star Trek,J.J. Abrams,2009,127,Acción,7.9,82,257.73
1207,482,Star Trek,J.J. Abrams,2009,127,Aventura,7.9,82,257.73
1208,482,Star Trek,J.J. Abrams,2009,127,Ciencia Ficción,7.9,82,257.73
1209,483,True Romance,Tony Scott,1993,119,Crimen,7.9,59,12.28
1210,483,True Romance,Tony Scott,1993,119,Drama,7.9,59,12.28
1211,483,True Romance,Tony Scott,1993,119,Romance,7.9,59,12.28
1212,484,Boogie Nights,Paul Thomas Anderson,1997,155,Drama,7.9,85,26.4
1213,485,Edward Scissorhands,Tim Burton,1990,105,Drama,7.9,74,56.36
1214,485,Edward Scissorhands,Tim Burton,1990,105,Fantasía,7.9,74,56.36
1215,485,Edward Scissorhands,Tim Burton,1990,105,Romance,7.9,74,56.36
1216,486,Edge of Tomorrow,Doug Liman,2014,113,Acción,7.9,71,100.21
1217,486,Edge of Tomorrow,Doug Liman,2014,113,Aventura,7.9,71,100.21
1218,486,Edge of Tomorrow,Doug Liman,2014,113,Ciencia Ficción,7.9,71,100.21
1219,487,The Perks of Being a Wallflower,Stephen Chbosky,2012,103,Drama,7.9,67,17.74
1220,488,X-Men: Days of Future Past,Bryan Singer,2014,132,Acción,7.9,75,233.92
1221,488,X-Men: Days of Future Past,Bryan Singer,2014,132,Aventura,7.9,75,233.92
1222,488,X-Men: Days of Future Past,Bryan Singer,2014,132,Ciencia Ficción,7.9,75,233.92
1223,489,Shaun of the Dead,Edgar Wright,2004,99,Comedia,7.9,76,13.54
1224,489,Shaun of the Dead,Edgar Wright,2004,99,Terror,7.9,76,13.54
1225,490,Almost Famous,Cameron Crowe,2000,122,Aventura,7.9,90,32.53
1226,490,Almost Famous,Cameron Crowe,2000,122,Comedia,7.9,90,32.53
1227,490,Almost Famous,Cameron Crowe,2000,122,Drama,7.9,90,32.53
1228,491,Jojo Rabbit,Taika Waititi,2019,108,Comedia,7.9,58,33.37
1229,491,Jojo Rabbit,Taika Waititi,2019,108,Drama,7.9,58,33.37
1230,491,Jojo Rabbit,Taika Waititi,2019,108,Guerra,7.9,58,33.37
1231,492,The Bourne Identity,Doug Liman,2002,119,Acción,7.9,68,121.66
1232,492,The Bourne Identity,Doug Liman,2002,119,Misterio,7.9,68,121.66
1233,492,The Bourne Identity,Doug Liman,2002,119,Thriller,7.9,68,121.66
1234,493,Bohemian Rhapsody,Bryan Singer,2018,134,Biografía,7.9,49,216.43
1235,493,Bohemian Rhapsody,Bryan Singer,2018,134,Drama,7.9,49,216.43
1236,493,Bohemian Rhapsody,Bryan Singer,2018,134,Musica,7.9,49,216.43
1237,494,Thor: Ragnarok,Taika Waititi,2017,130,Acción,7.9,74,315.06
1238,494,Thor: Ragnarok,Taika Waititi,2017,130,Aventura,7.9,74,315.06
1239,494,Thor: Ragnarok,Taika Waititi,2017,130,Comedia,7.9,74,315.06
1240,495,Charade,Stanley Donen,1963,113,Comedia,7.9,83,13.47
1241,495,Charade,Stanley Donen,1963,113,Misterio,7.9,83,13.47
1242,495,Charade,Stanley Donen,1963,113,Romance,7.9,83,13.47
1243,496,E.T. the Extra-Terrestrial,Steven Spielberg,1982,115,Aventura,7.9,92,435.11
1244,496,E.T. the Extra-Terrestrial,Steven Spielberg,1982,115,Familiar,7.9,92,435.11
1245,496,E.T. the Extra-Terrestrial,Steven Spielberg,1982,115,Ciencia Ficción,7.9,92,435.11
1246,497,Shrek,Andrew Adamson,2001,90,Animación,7.9,84,267.67
1247,497,Shrek,Andrew Adamson,2001,90,Aventura,7.9,84,267.67
1248,497,Shrek,Andrew Adamson,2001,90,Comedia,7.9,84,267.67
1249,498,Rope,Alfred Hitchcock,1948,80,Crimen,7.9,73,0.0
1250,498,Rope,Alfred Hitchcock,1948,80,Drama,7.9,73,0.0
1251,498,Rope,Alfred Hitchcock,1948,80,Misterio,7.9,73,0.0
1252,499,Life of Pi,Ang Lee,2012,127,Aventura,7.9,79,124.99
1253,499,Life of Pi,Ang Lee,2012,127,Drama,7.9,79,124.99
1254,499,Life of Pi,Ang Lee,2012,127,Fantasía,7.9,79,124.99
1255,500,In Bruges,Martin McDonagh,2008,107,Comedia,7.9,67,7.76
1256,500,In Bruges,Martin McDonagh,2008,107,Crimen,7.9,67,7.76
1257,500,In Bruges,Martin McDonagh,2008,107,Drama,7.9,67,7.76
1258,501,Children of Men,Alfonso CuarÃ³n,2006,109,Acción,7.9,84,35.55
1259,501,Children of Men,Alfonso CuarÃ³n,2006,109,Drama,7.9,84,35.55
1260,501,Children of Men,Alfonso CuarÃ³n,2006,109,Ciencia Ficción,7.9,84,35.55
1261,502,The Blues Brothers,John Landis,1980,133,Acción,7.9,60,57.23
1262,502,The Blues Brothers,John Landis,1980,133,Aventura,7.9,60,57.23
1263,502,The Blues Brothers,John Landis,1980,133,Comedia,7.9,60,57.23
1264,503,Mystic River,Clint Eastwood,2003,138,Crimen,7.9,84,90.14
1265,503,Mystic River,Clint Eastwood,2003,138,Drama,7.9,84,90.14
1266,503,Mystic River,Clint Eastwood,2003,138,Misterio,7.9,84,90.14
1267,504,Dallas Buyers Club,Jean-Marc VallÃ©e,2013,117,Biografía,7.9,77,27.3
1268,504,Dallas Buyers Club,Jean-Marc VallÃ©e,2013,117,Drama,7.9,77,27.3
1269,505,District 9,Neill Blomkamp,2009,112,Acción,7.9,81,115.65
1270,505,District 9,Neill Blomkamp,2009,112,Ciencia Ficción,7.9,81,115.65
1271,505,District 9,Neill Blomkamp,2009,112,Thriller,7.9,81,115.65
1272,506,Marriage Story,Noah Baumbach,2019,137,Drama,7.9,94,2.0
1273,506,Marriage Story,Noah Baumbach,2019,137,Romance,7.9,94,2.0
1274,507,Wonder,Stephen Chbosky,2017,113,Drama,7.9,66,132.42
1275,507,Wonder,Stephen Chbosky,2017,113,Familiar,7.9,66,132.42
1276,508,All the President's Men,Alan J. Pakula,1976,138,Drama,7.9,84,70.6
1277,508,All the President's Men,Alan J. Pakula,1976,138,Historia,7.9,84,70.6
1278,508,All the President's Men,Alan J. Pakula,1976,138,Thriller,7.9,84,70.6
1279,509,Toy Story 2,John Lasseter,1999,92,Animación,7.9,88,245.85
1280,509,Toy Story 2,John Lasseter,1999,92,Aventura,7.9,88,245.85
1281,509,Toy Story 2,John Lasseter,1999,92,Comedia,7.9,88,245.85
1282,510,The Searchers,John Ford,1956,119,Aventura,7.9,94,0.0
1283,510,The Searchers,John Ford,1956,119,Drama,7.9,94,0.0
1284,510,The Searchers,John Ford,1956,119,Western,7.9,94,0.0
1285,511,Boyhood,Richard Linklater,2014,165,Drama,7.9,100,25.38
1286,512,This Is Spinal Tap,Rob Reiner,1984,82,Comedia,7.9,92,4.74
1287,512,This Is Spinal Tap,Rob Reiner,1984,82,Musica,7.9,92,4.74
1288,513,Carlito's Way,Brian De Palma,1993,144,Crimen,7.9,66,36.95
1289,513,Carlito's Way,Brian De Palma,1993,144,Drama,7.9,66,36.95
1290,513,Carlito's Way,Brian De Palma,1993,144,Thriller,7.9,66,36.95
1291,514,The Man from Earth,Richard Schenkman,2007,87,Drama,7.9,0,0.0
1292,514,The Man from Earth,Richard Schenkman,2007,87,Fantasía,7.9,0,0.0
1293,514,The Man from Earth,Richard Schenkman,2007,87,Misterio,7.9,0,0.0
1294,515,Bound by Honor,Taylor Hackford,1993,180,Crimen,7.9,47,4.5
1295,515,Bound by Honor,Taylor Hackford,1993,180,Drama,7.9,47,4.5
1296,516,Brazil,Terry Gilliam,1985,132,Drama,7.9,84,9.93
1297,516,Brazil,Terry Gilliam,1985,132,Ciencia Ficción,7.9,84,9.93
1298,517,Ghost in the Shell,Mamoru Oshii,1995,83,Animación,7.9,76,0.52
1299,517,Ghost in the Shell,Mamoru Oshii,1995,83,Acción,7.9,76,0.52
1300,517,Ghost in the Shell,Mamoru Oshii,1995,83,Crimen,7.9,76,0.52
1301,518,The Nightmare Before Christmas,Henry Selick,1993,76,Animación,7.9,82,75.08
1302,518,The Nightmare Before Christmas,Henry Selick,1993,76,Familiar,7.9,82,75.08
1303,518,The Nightmare Before Christmas,Henry Selick,1993,76,Fantasía,7.9,82,75.08
1304,519,Before Midnight,Richard Linklater,2013,109,Drama,7.9,94,8.11
1305,519,Before Midnight,Richard Linklater,2013,109,Romance,7.9,94,8.11
1306,520,A Fistful of Dollars,Sergio Leone,1964,99,Acción,7.9,65,14.5
1307,520,A Fistful of Dollars,Sergio Leone,1964,99,Drama,7.9,65,14.5
1308,520,A Fistful of Dollars,Sergio Leone,1964,99,Western,7.9,65,14.5
1309,521,Spartacus,Stanley Kubrick,1960,197,Aventura,7.9,87,30.0
1310,521,Spartacus,Stanley Kubrick,1960,197,Biografía,7.9,87,30.0
1311,521,Spartacus,Stanley Kubrick,1960,197,Drama,7.9,87,30.0
1312,522,The Wrestler,Darren Aronofsky,2008,109,Drama,7.9,80,26.24
1313,522,The Wrestler,Darren Aronofsky,2008,109,Deportes,7.9,80,26.24
1314,522,The Wrestler,Darren Aronofsky,2008,109,Thriller,7.9,80,26.24
1315,523,A Streetcar Named Desire,Elia Kazan,1951,122,Drama,7.9,97,8.0
1316,524,The Ten Commandments,Cecil B. DeMille,1956,220,Aventura,7.9,0,93.74
1317,524,The Ten Commandments,Cecil B. DeMille,1956,220,Drama,7.9,0,93.74
1318,524,The Ten Commandments,Cecil B. DeMille,1956,220,Familiar,7.9,0,93.74
"1319,525,""Crouching Tiger, Hidden Dragon"",Ang Lee,2000,120,Acción,7.9,94,128.08"
"1320,525,""Crouching Tiger, Hidden Dragon"",Ang Lee,2000,120,Aventura,7.9,94,128.08"
"1321,525,""Crouching Tiger, Hidden Dragon"",Ang Lee,2000,120,Drama,7.9,94,128.08"
1322,526,Let the Right One In,Tomas Alfredson,2008,114,Drama,7.9,82,2.12
1323,526,Let the Right One In,Tomas Alfredson,2008,114,Fantasía,7.9,82,2.12
1324,526,Let the Right One In,Tomas Alfredson,2008,114,Terror,7.9,82,2.12
1325,527,The Wild Bunch,Sam Peckinpah,1969,135,Acción,7.9,98,12.06
1326,527,The Wild Bunch,Sam Peckinpah,1969,135,Aventura,7.9,98,12.06
1327,527,The Wild Bunch,Sam Peckinpah,1969,135,Drama,7.9,98,12.06
1328,528,In the Heat of the Night,Norman Jewison,1967,110,Drama,7.9,76,24.38
